DFS:	2721043.28	2721043.28	0.0025	0.30	30	5
GRB:	2721043.28	2721043.28	44.46	0.30	30	5

HEU:	2748234.41	2748234.41	0.0007	0.30	30	6
DFS:	2691218.14	2691218.14	0.0042	0.30	30	6
GRB:	2691218.14	2691192.76	44.27	0.30	30	6

HEU:	2717092.59	2717092.59	0.0010	0.30	30	7
DFS:	2685009.59	2685009.59	0.0054	0.30	30	7
GRB:	2685010.65	2684992.32	48.72	0.30	30	7

HEU:	2694338.66	2694338.66	0.0008	0.30	30	8
DFS:	2683695.78	2683695.78	0.0055	0.30	30	8
GRB:	2683695.78	2683695.78	79.55	0.30	30	8

HEU:	2689324.20	2689324.20	0.0009	0.30	30	9
DFS:	2683413.89	2683413.89	0.0097	0.30	30	9
GRB:	2683424.68	2683398.51	82.52	0.30	30	9

HEU:	2688113.60	2688113.60	0.0009	0.30	30	10
DFS:	2683354.48	2683354.48	0.0256	0.30	30	10
GRB:	2683336.63	2683313.12	57.40	0.30	30	10

HEU:	8117705.93	8117705.93	0.0011	0.30	40	2
DFS:	7765849.13	7765849.13	0.0011	0.30	40	2
GRB:	7765849.13	7765849.13	12.70	0.30	40	2

HEU:	4582631.86	4582631.86	0.0011	0.30	40	3
DFS:	4123701.63	4123701.63	0.0014	0.30	40	3
GRB:	4123701.63	4123661.89	36.46	0.30	40	3

HEU:	3782957.28	3782957.28	0.0010	0.30	40	4
DFS:	3409967.52	3409967.52	0.0025	0.30	40	4
GRB:	3409967.52	3409967.52	144.74	0.30	40	4

HEU:	3443964.45	3443964.45	0.0011	0.30	40	5
DFS:	3266011.16	3266011.16	0.0039	0.30	40	5
GRB:	3266011.16	3266011.16	202.24	0.30	40	5

HEU:	3339599.19	3339599.19	0.0011	0.30	40	6
DFS:	3237015.81	3237015.81	0.0086	0.30	40	6
GRB:	3237015.81	3237015.81	187.98	0.30	40	6

HEU:	3291825.61	3291825.61	0.0012	0.30	40	7
DFS:	3231194.82	3231194.82	0.0174	0.30	40	7
GRB:	3231194.82	3231175.26	170.26	0.30	40	7

HEU:	3252392.28	3252392.28	0.0012	0.30	40	8
DFS:	3230026.51	3230026.51	0.0211	0.30	40	8
GRB:	3230018.85	3230005.86	243.76	0.30	40	8

HEU:	3238230.27	3238230.27	0.0013	0.30	40	9
DFS:	3229790.47	3229790.47	0.0296	0.30	40	9
GRB:	3229780.56	3229758.70	202.88	0.30	40	9

HEU:	3234940.44	3234940.44	0.0011	0.30	40	10
DFS:	3229742.82	3229742.82	0.0706	0.30	40	10
GRB:	3229729.27	3229728.53	203.70	0.30	40	10

